fileName,trnscrpt
Lab41-SRI-VOiCES-rm1-tele-sp7850-ch111771-sg0000-mc01-stu-clo-dg090, through the influence of hon thomas l hamer he was admitted at west point in eighteen thirty nine
Lab41-SRI-VOiCES-rm1-none-sp1383-ch130532-sg0033-mc05-stu-far-dg090, i take it for granted i take leave to say i take one picture as an illustration i take pleasure in saying i take the liberty of observing
Lab41-SRI-VOiCES-rm1-none-sp6241-ch061943-sg0008-mc07-stu-beh-dg090, on the eleventh day we sighted cape portland over which towered mount myrdals yokul which the weather being clear we made out very readily
Lab41-SRI-VOiCES-rm2-tele-sp7981-ch112057-sg0022-mc05-stu-far-dg090, whereas in refusing to return to the de gondis he was neglecting an opportunity for doing good on a very much larger scale helped by their money and their influence not only their vast estates but paris itself lay open to him as a field for his labors
Lab41-SRI-VOiCES-rm1-babb-sp4014-ch186179-sg0001-mc01-stu-clo-dg090, it was that same day that the three boys from brighton were for the first time assigned to a regular unit of the signal corps also with a real thrill they learned that they were almost immediately to see war service for american troops were already in the trenches
Lab41-SRI-VOiCES-rm2-musi-sp1160-ch139727-sg0005-mc07-stu-beh-dg090, which would be of more use to them we parted he going to philadelphia and i to boston in returning i met at new york with the votes of the assembly by which it appear'd that notwithstanding his promise to me he and the house were already in high contention
Lab41-SRI-VOiCES-rm1-none-sp1536-ch141791-sg0006-mc01-stu-clo-dg090, as soon as londonderry had fallen and it was universally supposed that the fall of londonderry could not be long delayed he might cross the sea with part of his forces and land in scotland where his friends were supposed to be numerous when he was once on british ground and in the midst of british adherents
Lab41-SRI-VOiCES-rm2-babb-sp1272-ch135031-sg0002-mc05-stu-far-dg090, i have remained a prisoner only because i wished to be one and with this he stepped forward and burst the stout chains as easily as if they had been threads
Lab41-SRI-VOiCES-rm2-musi-sp0949-ch134660-sg0018-mc07-stu-beh-dg090, this minister to whom julian communicated without reserve his most careless levities and his most serious counsels received an extraordinary commission to restore in its pristine beauty the temple of jerusalem
Lab41-SRI-VOiCES-rm2-none-sp5456-ch058161-sg0003-mc01-stu-clo-dg090, for love was love and better than money the slyer the theft the sweeter the honey and kissing was clover all the world over wherever cupid might wander so thousands of years have come and gone and still the moon is shining on still hymen's torch is lighted
Lab41-SRI-VOiCES-rm1-tele-sp1259-ch027120-sg0032-mc03-stu-mid-dg090, i never saw such a woman i never saw such capacity and taste and application and elegance as you describe united missus hurst and miss bingley both cried out against the injustice of her implied doubt and were both protesting that they knew many women who answered this description
Lab41-SRI-VOiCES-rm2-tele-sp1160-ch139336-sg0020-mc01-stu-clo-dg090, and the happiness of the governed here then is the origin and rise of government namely a mode rendered necessary by the inability of moral virtue to govern the world here too is the design and end of government viz
Lab41-SRI-VOiCES-rm1-tele-sp5126-ch036956-sg0017-mc07-stu-beh-dg090, toby thought of the six pea nuts which he had bought with the penny uncle daniel had given him and amid all his homesickness he could not help wondering if uncle daniel ever made himself sick with only six pea nuts when he was a boy
Lab41-SRI-VOiCES-rm1-tele-sp0492-ch131899-sg0001-mc03-stu-mid-dg090, blew a gale and retarded the steamer the rangoon rolled heavily and the passengers became impatient of the long monstrous waves which the wind raised before their path
Lab41-SRI-VOiCES-rm2-musi-sp4160-ch011550-sg0037-mc07-stu-beh-dg090, she hoped it might never reach him at all and yet in spite of this she experienced an almost passionately keen sense of disappointment when on the day before their departure lady throckmorton received a letter from him regretting his inability to comply with her request
Lab41-SRI-VOiCES-rm1-tele-sp5400-ch034478-sg0009-mc07-stu-beh-dg090, i know all about that but really what you're saying either has no meaning or it has a very wrong meaning how can you think it a matter of no importance whether the peasant whom you love as you assert i never did assert it thought konstantin levin dies without help
Lab41-SRI-VOiCES-rm2-babb-sp7247-ch101864-sg0009-mc03-stu-mid-dg090, come come ned don't be foolish he protested you know very well that your brother's stepdaughter has been my ward for a dozen years yes but that is all i know rejoined the young man quietly i have never seen her and scarcely ever heard of her
Lab41-SRI-VOiCES-rm1-tele-sp3368-ch170951-sg0016-mc07-stu-beh-dg090, now the founders of a state ought to know the general forms in which poets should cast their tales and the limits which must be observed by them but to make the tales is not their business very true he said but what are these forms of theology which you mean something of this kind i replied
Lab41-SRI-VOiCES-rm1-musi-sp0296-ch142727-sg0031-mc05-stu-far-dg090, these derangements are the basis of emotion its physical basis and to be moved is to perceive them take away from the consciousness this physical reflex and emotion ceases it is no longer anything but an idea
Lab41-SRI-VOiCES-rm2-babb-sp2149-ch008912-sg0023-mc01-stu-clo-dg090, and the child became precious as the apple of my eye to me for she was all i had left to love for her sake entirely i married as second wife a homespun woman who had been kind as a mother to her in due time the question of her education came on and i said
Lab41-SRI-VOiCES-rm2-none-sp7995-ch276908-sg0017-mc03-stu-mid-dg090, not of that monster man mister booth i am undone am revenged and have now no more business for life let them take it from me when they will our poor gentleman turned pale with horror at this speech
Lab41-SRI-VOiCES-rm1-musi-sp0242-ch122625-sg0004-mc03-stu-mid-dg090, conventionality is not morality self righteousness is not religion to attack the first is not to assail the last to pluck the mask from the face of the pharisee is not to lift an impious hand to the crown of thorns
Lab41-SRI-VOiCES-rm2-none-sp1536-ch138488-sg0027-mc05-stu-far-dg090, mary being not merely queen consort but also queen regnant was inaugurated in all things like a king was girt with the sword lifted up into the throne and presented with the bible the spurs and the orb of the temporal grandees of the realm and of their wives and daughters
Lab41-SRI-VOiCES-rm1-babb-sp5154-ch026559-sg0003-mc07-stu-beh-dg090, the monkey was playing his guitar
Lab41-SRI-VOiCES-rm2-none-sp0209-ch004733-sg0027-mc07-stu-beh-dg090, or a kinder sister or a truer friend no no she has qualities which may be trusted she will never lead any one really wrong she will make no lasting blunder where emma errs once she is in the right a hundred times
Lab41-SRI-VOiCES-rm1-musi-sp6848-ch252322-sg0006-mc07-stu-beh-dg090, turning as he went to look back towards the bed and evidently going with reluctance is it fever asked the sick man in a faint but unfaltering accent it's a kind of cerebral congestion a matter of them membranes that's over the brain
Lab41-SRI-VOiCES-rm1-babb-sp5583-ch041919-sg0003-mc07-stu-beh-dg090, we will no more plague ourselves by carrying water every day i will bring the entire spring home at once and so we shall be freed from this burden but the draken called out on no account herr lazarus else we shall all die of thirst
Lab41-SRI-VOiCES-rm2-none-sp5157-ch047239-sg0031-mc05-stu-far-dg090, that she could utter nothing but tears of joy and tenderness i went to davison yesterday morning and found him still in bed having had a severe fit of the gout and with your letter which he had just received and he cried like a child
Lab41-SRI-VOiCES-rm1-tele-sp0254-ch012312-sg0009-mc07-stu-beh-dg090, and now consider i do you exhort in such commotions so continual what rest can take the globe terrestrial most happy then are they that can it hold and use it carefully as precious gold
Lab41-SRI-VOiCES-rm1-none-sp7981-ch112061-sg0012-mc03-stu-mid-dg090, vincent's reception of these proposals was disconcerting god forbid he would cry indignantly better that we should all go without the barest necessities of life some would come with a recommendation from the queen herself which made things doubly embarrassing
Lab41-SRI-VOiCES-rm1-babb-sp7498-ch099124-sg0015-mc01-stu-clo-dg090, her eyes were a dark grey her complexion was exquisitely fine and her hands and arms remarkably delicate both as to shape and colour her stature was of an height that rose to the majestic
Lab41-SRI-VOiCES-rm1-musi-sp8118-ch114469-sg0018-mc07-stu-beh-dg090, then the wind shifted and drove the sheets of rain sprinkled with hail directly in his face he was compelled to stop a while and take refuge behind a big oak while he shivered in the shelter of the tree the only things that he thought of spontaneously were dry clothes hot food a fire and a warm bed
Lab41-SRI-VOiCES-rm1-tele-sp4427-ch012471-sg0006-mc01-stu-clo-dg090, and had promised to render the water such as they desired it to be in case they would be subservient to him in what he should enjoin them to do and this not after a remiss or negligent manner and when they asked what they were to do in order to have the water changed for the better
